# synthetic scope export - see gen_synthetic.py (provenance: synthetic)
time_s,volts
0.278400,4.70162
0.278600,4.70142
0.278800,4.70304
0.279000,4.68342
0.279200,4.70845
0.279400,4.70044
0.279600,4.69650
0.279800,4.68615
0.280000,4.67756
0.280200,4.70571
0.280400,4.71128
0.280600,4.70067
0.280800,4.68915
0.281000,4.68694
0.281200,4.68651
0.281400,4.70322
0.281600,4.68168
0.281800,4.69195
0.282000,4.69238
0.282200,4.69436
0.282400,4.71556
0.282600,4.68562
0.282800,4.69288
0.283000,4.68582
0.283200,4.71089
0.283400,4.68825
0.283600,4.69553
0.283800,4.69636
0.284000,4.69422
0.284200,4.67155
0.284400,4.71525
0.284600,4.69969
0.284800,4.72212
0.285000,4.68893
0.285200,4.71289
0.285400,4.67497
0.285600,4.71136
0.285800,4.71402
0.286000,4.71008
0.286200,4.70238
0.286400,4.70932
0.286600,4.70937
0.286800,4.68270
0.287000,4.69356
0.287200,4.69112
0.287400,4.70604
0.287600,4.69126
0.287800,4.67671
0.288000,4.69793
0.288200,4.71766
0.288400,4.68192
0.288600,4.71163
0.288800,4.69726
0.289000,4.71420
0.289200,4.69802
0.289400,4.69820
0.289600,4.72043
0.289800,4.71178
0.290000,4.70950
0.290200,4.72074
0.290400,4.69387
0.290600,4.69769
0.290800,4.72123
0.291000,4.72227
0.291200,4.70807
0.291400,4.69991
0.291600,4.70719
0.291800,4.69373
0.292000,4.71484
0.292200,4.66869
0.292400,4.70495
0.292600,4.70876
0.292800,4.69749
0.293000,4.68076
0.293200,4.71399
0.293400,4.70019
0.293600,4.71749
0.293800,4.70348
0.294000,4.71881
0.294200,4.67862
0.294400,4.70772
0.294600,4.71300
0.294800,4.69993
0.295000,4.69956
0.295200,4.70289
0.295400,4.69997
0.295600,4.69497
0.295800,4.69570
0.296000,4.68132
0.296200,4.71113
0.296400,4.71409
0.296600,4.69037
0.296800,4.69505
0.297000,4.69882
0.297200,4.68126
0.297400,4.71560
0.297600,4.68495
0.297800,4.69290
0.298000,4.70090
0.298200,4.70679
0.298400,4.68108
0.298600,4.69049
0.298800,4.69706
0.299000,4.68979
0.299200,4.70056
0.299400,4.69687
0.299600,4.70399
0.299800,4.71187
0.300000,4.71382
0.300200,4.68581
0.300400,4.70818
0.300600,4.68437
0.300800,4.70960
0.301000,4.68053
0.301200,4.68334
0.301400,4.68505
0.301600,4.71028
0.301800,4.69112
0.302000,4.69774
0.302200,4.69208
0.302400,4.70266
0.302600,4.67932
0.302800,4.70056
0.303000,0.04327
0.303200,0.04218
0.303400,0.04681
0.303600,0.04461
0.303800,0.06663
0.304000,0.06318
0.304200,0.03768
0.304400,0.02929
0.304600,0.04527
0.304800,0.05697
0.305000,0.02824
0.305200,0.04029
0.305400,0.03851
0.305600,0.04164
0.305800,0.02348
0.306000,0.00745
0.306200,0.03783
0.306400,0.03338
0.306600,0.06786
0.306800,0.01110
0.307000,0.02481
0.307200,0.04681
0.307400,0.04162
0.307600,0.06715
0.307800,0.03239
0.308000,0.03820
0.308200,0.04874
0.308400,0.04736
0.308600,0.03152
0.308800,0.02166
0.309000,0.04027
0.309200,0.02757
0.309400,0.05948
0.309600,0.03509
0.309800,0.03086
0.310000,0.05114
0.310200,0.04723
0.310400,0.01986
0.310600,0.03476
0.310800,0.04867
0.311000,0.03563
0.311200,0.03204
0.311400,0.06096
0.311600,0.05334
0.311800,0.01733
0.312000,0.03193
0.312200,0.05186
0.312400,0.02080
0.312600,0.05027
0.312800,0.03215
0.313000,0.05008
0.313200,0.04740
0.313400,0.02523
0.313600,0.03078
0.313800,0.01968
0.314000,0.02423
0.314200,0.02720
0.314400,0.05914
0.314600,0.02673
0.314800,0.05297
0.315000,0.05034
0.315200,0.04747
0.315400,0.03120
0.315600,0.03108
0.315800,0.03063
0.316000,0.05155
0.316200,0.02607
0.316400,0.02835
0.316600,0.02939
0.316800,0.03905
0.317000,0.04308
0.317200,0.04005
0.317400,0.02965
0.317600,0.04907
0.317800,0.04016
0.318000,0.04927
0.318200,0.04097
0.318400,0.03659
0.318600,0.00604
0.318800,0.04692
0.319000,0.04054
0.319200,0.05868
0.319400,0.05462
0.319600,0.03441
0.319800,0.04483
0.320000,0.01911
0.320200,0.04471
0.320400,0.02808
0.320600,0.03574
0.320800,0.02255
0.321000,0.05086
0.321200,0.03559
0.321400,0.03607
0.321600,0.04807
0.321800,0.04903
0.322000,0.04539
0.322200,0.05320
0.322400,0.05956
0.322600,0.04202
0.322800,0.01802
0.323000,0.04278
0.323200,0.04257
0.323400,0.05537
0.323600,0.03208
0.323800,0.02459
0.324000,0.04605
0.324200,0.03524
0.324400,0.03144
0.324600,0.03562
0.324800,0.03959
0.325000,0.05011
0.325200,0.04439
0.325400,0.05365
0.325600,0.02839
0.325800,0.05157
0.326000,0.04127
0.326200,0.04938
0.326400,0.02692
0.326600,0.03880
0.326800,0.03531
0.327000,0.04478
0.327200,0.02255
0.327400,0.03959
0.327600,0.04455
0.327800,0.06659
0.328000,0.02186
0.328200,0.02715
0.328400,0.03752
0.328600,0.05505
0.328800,0.05230
0.329000,0.05144
0.329200,0.04064
0.329400,0.04412
0.329600,0.03479
0.329800,0.05973
0.330000,0.02260
0.330200,0.05996
0.330400,0.04500
0.330600,0.04021
0.330800,0.06134
0.331000,0.02694
0.331200,0.03402
0.331400,0.04295
0.331600,0.04182
0.331800,0.03008
0.332000,0.02760
0.332200,0.03206
0.332400,0.06092
0.332600,0.03102
0.332800,0.04501
0.333000,0.03680
0.333200,0.03123
0.333400,0.04434
0.333600,0.04726
0.333800,0.05890
0.334000,0.04477
0.334200,0.06584
0.334400,0.04110
0.334600,0.04246
0.334800,0.04694
0.335000,0.05170
0.335200,0.04432
0.335400,0.05506
0.335600,0.04056
0.335800,0.02937
0.336000,0.03325
0.336200,0.03921
0.336400,0.04844
0.336600,0.02576
0.336800,0.06113
0.337000,0.05349
0.337200,0.02275
0.337400,0.02843
0.337600,0.02334
0.337800,0.01987
0.338000,0.04104
0.338200,0.04193
0.338400,0.03351
0.338600,0.03283
0.338800,0.04157
0.339000,0.03828
0.339200,0.03578
0.339400,0.02400
0.339600,0.02478
0.339800,0.04145
0.340000,0.04382
0.340200,0.04131
0.340400,0.03848
0.340600,0.02749
0.340800,0.04817
0.341000,0.03006
0.341200,0.04019
0.341400,0.04456
0.341600,0.02961
0.341800,0.02852
0.342000,0.06024
0.342200,0.04432
0.342400,0.04686
0.342600,0.01573
0.342800,0.03200
0.343000,0.03400
0.343200,0.04000
0.343400,0.01703
0.343600,0.03581
0.343800,0.04098
0.344000,0.03904
0.344200,0.04439
0.344400,0.03886
0.344600,0.03929
0.344800,0.03398
0.345000,0.03901
0.345200,0.05416
0.345400,0.03704
0.345600,0.05524
0.345800,0.04760
0.346000,0.05490
0.346200,0.01627
0.346400,0.05406
0.346600,0.03018
0.346800,0.05574
0.347000,0.02638
0.347200,0.04138
0.347400,0.05706
0.347600,0.04818
0.347800,0.05095
0.348000,0.05029
0.348200,0.04277
0.348400,0.06385
0.348600,0.02409
0.348800,0.04061
0.349000,0.01903
0.349200,0.03518
0.349400,0.04415
0.349600,0.04709
0.349800,0.01903
0.350000,0.03918
0.350200,0.03642
0.350400,0.00737
0.350600,0.06057
0.350800,0.02987
0.351000,0.04438
0.351200,0.01464
0.351400,0.03722
0.351600,0.02649
0.351800,0.04819
0.352000,0.02871
0.352200,0.03304
0.352400,0.04368
0.352600,0.05821
0.352800,0.03147
0.353000,0.05397
0.353200,0.05505
0.353400,0.04190
0.353600,0.05086
0.353800,0.03547
0.354000,0.05078
0.354200,0.02991
0.354400,0.02216
0.354600,0.03981
0.354800,0.04494
0.355000,0.03513
0.355200,0.05800
0.355400,0.04351
0.355600,0.04428
0.355800,0.05162
0.356000,0.03805
0.356200,0.02957
0.356400,0.03985
0.356600,0.03190
0.356800,0.04151
0.357000,0.02256
0.357200,0.04537
0.357400,0.03842
0.357600,0.03280
0.357800,0.01732
0.358000,0.02581
0.358200,0.03152
0.358400,0.03388
0.358600,0.06710
0.358800,0.00469
0.359000,0.05828
0.359200,0.01020
0.359400,0.05581
0.359600,0.03372
0.359800,0.04213
0.360000,0.04786
0.360200,0.05608
0.360400,0.03055
0.360600,0.03487
0.360800,0.03425
0.361000,0.01848
0.361200,0.05298
0.361400,0.04607
0.361600,0.03852
0.361800,0.03125
0.362000,0.02401
0.362200,0.04521
0.362400,0.02733
0.362600,0.03829
0.362800,0.05334
0.363000,0.05183
0.363200,0.04734
0.363400,0.04579
0.363600,0.04625
0.363800,0.04240
0.364000,0.03594
0.364200,0.03760
0.364400,0.02031
0.364600,0.06305
0.364800,0.03181
0.365000,0.03388
0.365200,0.04999
0.365400,0.03981
0.365600,0.03533
0.365800,0.02993
0.366000,0.06048
0.366200,0.06371
0.366400,0.04227
0.366600,0.04108
0.366800,0.01989
0.367000,0.03842
0.367200,0.03866
0.367400,0.03524
0.367600,0.03832
0.367800,0.03178
0.368000,0.04013
0.368200,0.03927
0.368400,0.04472
0.368600,0.04816
0.368800,0.05953
0.369000,0.05061
0.369200,0.04189
0.369400,0.02531
0.369600,0.05242
0.369800,0.05959
0.370000,0.04146
0.370200,0.03773
0.370400,0.04077
0.370600,0.02901
0.370800,0.04619
0.371000,0.02738
0.371200,0.03996
0.371400,0.03488
0.371600,0.03779
0.371800,0.04573
0.372000,0.04524
0.372200,0.05041
0.372400,0.03577
0.372600,0.05002
0.372800,0.04863
0.373000,0.02635
0.373200,0.05189
0.373400,0.03037
0.373600,0.03683
0.373800,0.04640
0.374000,0.03566
0.374200,0.02758
0.374400,0.04378
0.374600,0.02331
0.374800,0.02163
0.375000,0.04616
0.375200,0.05522
0.375400,0.03155
0.375600,0.05856
0.375800,0.02752
0.376000,0.03133
0.376200,0.03134
0.376400,0.03171
0.376600,0.02136
0.376800,0.04579
0.377000,0.03815
0.377200,0.05391
0.377400,0.03872
0.377600,0.02825
0.377800,0.03158
0.378000,0.03366
0.378200,0.04727
0.378400,0.04479
0.378600,0.04102
0.378800,0.03188
0.379000,0.06113
0.379200,0.04039
0.379400,0.03257
0.379600,0.04720
0.379800,0.06194
0.380000,0.01452
0.380200,0.04145
0.380400,0.01943
0.380600,0.03606
0.380800,0.00702
0.381000,0.03291
0.381200,0.03438
0.381400,0.06257
0.381600,0.04401
0.381800,0.04350
0.382000,0.03381
0.382200,0.04441
0.382400,0.04302
0.382600,0.03769
0.382800,0.03709
0.383000,0.03988
0.383200,0.04488
0.383400,0.04236
0.383600,0.03250
0.383800,0.02626
0.384000,0.03083
0.384200,0.03095
0.384400,0.02541
0.384600,0.02486
0.384800,0.05248
0.385000,0.01306
0.385200,0.04769
0.385400,0.03360
0.385600,0.03631
0.385800,0.05352
0.386000,0.04550
0.386200,0.02556
0.386400,0.03913
0.386600,0.01089
0.386800,0.03356
0.387000,0.04694
0.387200,0.03677
0.387400,0.03011
0.387600,0.02608
0.387800,0.02608
0.388000,0.05543
0.388200,0.04363
0.388400,0.03128
0.388600,0.03257
0.388800,0.04033
0.389000,0.04358
0.389200,0.04108
0.389400,0.04156
0.389600,0.05389
0.389800,0.04857
0.390000,0.02384
0.390200,0.03003
0.390400,0.05533
0.390600,0.00936
0.390800,0.04031
0.391000,0.04193
0.391200,0.03790
0.391400,0.03432
0.391600,0.03121
0.391800,0.03361
0.392000,0.05295
0.392200,0.04265
0.392400,0.02374
0.392600,0.04603
0.392800,0.04763
0.393000,0.04935
0.393200,0.03125
0.393400,0.02757
0.393600,0.03726
0.393800,0.03297
0.394000,0.04806
0.394200,0.06029
0.394400,0.04605
0.394600,0.02604
0.394800,0.06134
0.395000,0.04037
0.395200,0.03714
0.395400,0.03283
0.395600,0.03668
0.395800,0.03417
0.396000,0.04509
0.396200,0.04699
0.396400,0.03989
0.396600,0.04342
0.396800,0.03388
0.397000,0.02904
0.397200,0.04959
0.397400,0.03051
0.397600,0.03602
0.397800,0.04531
0.398000,0.03466
0.398200,0.03767
0.398400,0.03851
0.398600,0.03235
0.398800,0.05771
0.399000,0.05280
0.399200,0.02372
0.399400,0.03965
0.399600,0.05046
0.399800,0.05088
0.400000,0.03262
0.400200,0.02060
0.400400,0.04227
0.400600,0.04772
0.400800,0.04021
0.401000,0.03914
0.401200,0.05331
0.401400,0.04876
0.401600,0.02317
0.401800,0.03925
0.402000,0.01245
0.402200,0.03991
0.402400,0.05831
0.402600,0.04052
0.402800,4.68592
0.403000,4.71677
0.403200,4.68571
0.403400,4.69404
0.403600,4.69826
0.403800,4.68711
0.404000,4.70291
0.404200,4.71258
0.404400,4.70667
0.404600,4.70961
0.404800,4.70978
0.405000,4.69737
0.405200,4.69737
0.405400,4.71296
0.405600,4.69802
0.405800,4.70098
0.406000,4.70287
0.406200,4.70011
0.406400,4.69786
0.406600,4.70971
0.406800,4.69525
0.407000,4.69581
0.407200,4.70583
0.407400,4.69538
0.407600,4.71203
0.407800,4.71034
0.408000,4.68425
0.408200,4.69675
0.408400,4.68965
0.408600,4.70328
0.408800,4.69233
0.409000,4.69959
0.409200,4.72161
0.409400,4.69973
0.409600,4.69043
0.409800,4.69142
0.410000,4.69877
0.410200,4.68953
0.410400,4.71905
0.410600,4.68968
0.410800,4.69844
0.411000,4.67892
0.411200,4.70156
0.411400,4.69321
0.411600,4.68792
0.411800,4.70421
0.412000,4.69252
0.412200,4.67615
0.412400,4.70523
0.412600,4.70201
0.412800,4.70418
0.413000,4.69993
0.413200,4.69875
0.413400,4.70390
0.413600,4.70327
0.413800,4.69265
0.414000,4.70184
0.414200,4.68144
0.414400,4.72144
0.414600,4.71451
0.414800,4.68800
0.415000,4.69073
0.415200,4.69309
0.415400,4.70072
0.415600,4.70648
0.415800,4.69898
0.416000,4.70844
0.416200,4.68922
0.416400,4.69889
0.416600,4.68245
0.416800,4.70107
0.417000,4.70162
0.417200,4.69277
0.417400,4.69737
0.417600,4.70294
0.417800,4.69885
0.418000,4.70367
0.418200,4.70213
0.418400,4.71220
0.418600,4.70099
0.418800,4.68568
0.419000,4.70749
0.419200,4.70056
0.419400,4.70537
0.419600,4.70314
0.419800,4.70891
0.420000,4.70731
0.420200,4.68856
0.420400,4.70739
0.420600,4.71696
0.420800,4.71017
0.421000,4.69687
0.421200,4.69688
0.421400,4.71177
0.421600,4.72566
0.421800,4.71893
0.422000,4.67600
0.422200,4.71821
0.422400,4.68338
0.422600,4.71422
0.422800,4.68632
0.423000,4.67771
0.423200,4.70935
0.423400,4.70110
0.423600,4.71256
0.423800,4.72061
0.424000,4.69493
0.424200,4.70572
0.424400,4.70903
0.424600,4.69486
0.424800,4.69495
0.425000,4.70470
0.425200,4.68997
0.425400,4.67135
0.425600,4.71023
0.425800,4.68864
0.426000,4.68350
0.426200,4.70541
0.426400,4.72429
0.426600,4.71513
0.426800,4.70888
0.427000,4.69800
0.427200,4.70858
0.427400,4.67974
0.427600,4.68560
0.427800,4.69164
0.428000,4.71402
0.428200,4.70040
0.428400,4.68781
0.428600,4.71124
0.428800,4.70407
0.429000,4.70320
0.429200,4.69312
0.429400,4.68625
0.429600,4.70824
0.429800,4.70149
0.430000,4.70708
0.430200,4.71582
0.430400,4.70377
0.430600,4.69452
0.430800,4.70690
0.431000,4.70400
0.431200,4.69814
0.431400,4.71074
0.431600,4.69058
0.431800,4.69485
0.432000,4.69949
0.432200,4.68996
0.432400,4.68946
0.432600,4.70400
0.432800,4.70262
0.433000,4.69794
0.433200,4.71172
0.433400,4.69862
0.433600,4.69150
0.433800,4.69945
0.434000,4.69040
0.434200,4.70217
0.434400,4.70241
0.434600,4.71525
0.434800,4.69415
0.435000,4.68447
0.435200,4.72356
0.435400,4.70118
0.435600,4.69932
0.435800,4.71352
0.436000,4.72011
0.436200,4.69729
0.436400,4.70568
0.436600,4.70723
0.436800,4.70844
0.437000,4.70537
0.437200,4.69515
0.437400,4.68514
0.437600,4.69677
0.437800,4.70226
0.438000,4.68534
0.438200,4.69541
0.438400,4.69868
0.438600,4.71806
0.438800,4.68594
0.439000,4.70114
0.439200,4.69581
0.439400,4.68309
0.439600,4.69722
0.439800,4.72622
0.440000,4.70715
0.440200,4.70373
0.440400,4.69982
0.440600,4.71124
0.440800,4.67494
0.441000,4.71407
0.441200,4.67815
0.441400,4.71231
0.441600,4.71140
0.441800,4.71803
0.442000,4.71585
0.442200,4.69593
0.442400,4.70403
0.442600,4.67957
0.442800,4.68915
0.443000,4.71696
0.443200,4.69350
0.443400,4.72519
0.443600,4.71725
0.443800,4.68847
0.444000,4.69925
0.444200,4.71010
0.444400,4.68864
0.444600,4.70200
0.444800,4.69331
0.445000,4.71625
0.445200,4.69975
0.445400,4.69346
0.445600,4.71423
0.445800,4.69293
0.446000,4.70027
0.446200,4.70756
0.446400,4.69579
0.446600,4.68560
0.446800,4.70668
0.447000,4.69672
0.447200,4.71050
0.447400,4.70191
0.447600,4.69638
0.447800,4.71831
0.448000,4.70455
0.448200,4.70528
0.448400,4.71747
0.448600,4.68103
0.448800,4.68858
0.449000,4.71327
0.449200,4.71540
0.449400,4.68426
0.449600,4.70480
0.449800,4.68075
0.450000,4.69967
0.450200,4.69633
0.450400,4.69421
0.450600,4.69577
0.450800,4.70858
0.451000,4.70606
0.451200,4.68259
0.451400,4.69426
0.451600,4.71393
0.451800,4.69757
0.452000,4.69336
0.452200,4.67167
0.452400,4.70179
0.452600,4.71454
0.452800,4.69568
0.453000,4.69202
0.453200,4.69669
0.453400,4.68364
0.453600,4.70774
0.453800,4.70912
0.454000,4.72154
0.454200,4.69078
0.454400,4.69214
0.454600,4.71211
0.454800,4.71796
0.455000,4.68325
0.455200,4.69086
0.455400,4.70435
0.455600,4.70825
0.455800,4.71822
0.456000,4.73521
0.456200,4.70596
0.456400,4.70615
0.456600,4.69807
0.456800,4.70419
0.457000,4.69967
0.457200,4.68933
0.457400,4.70099
0.457600,4.70375
0.457800,4.68056
0.458000,4.69160
0.458200,4.71588
0.458400,4.68412
0.458600,4.71188
0.458800,4.71473
0.459000,4.71778
0.459200,4.71967
0.459400,4.70740
0.459600,4.70004
0.459800,4.69405
0.460000,4.71265
0.460200,4.69579
0.460400,4.70883
0.460600,4.70226
0.460800,4.70434
0.461000,4.69685
0.461200,4.69665
0.461400,4.71135
0.461600,4.68862
0.461800,4.68201
0.462000,4.69174
0.462200,4.70402
0.462400,4.71539
0.462600,4.71269
0.462800,4.70405
0.463000,4.71427
0.463200,4.72800
0.463400,4.71159
0.463600,4.71304
0.463800,4.70999
0.464000,4.69161
0.464200,4.69305
0.464400,4.68827
0.464600,4.69992
0.464800,4.69315
0.465000,4.69989
0.465200,4.70379
0.465400,4.69236
0.465600,4.69891
0.465800,4.68861
0.466000,4.69473
0.466200,4.69061
0.466400,4.67951
0.466600,4.70503
0.466800,4.69282
0.467000,4.70098
0.467200,4.70103
0.467400,4.70061
0.467600,4.69132
0.467800,4.69279
0.468000,4.69487
0.468200,4.67690
0.468400,4.68948
0.468600,4.69919
0.468800,4.68716
0.469000,4.71594
0.469200,4.70896
0.469400,4.71617
0.469600,4.69217
0.469800,4.71738
0.470000,4.70234
0.470200,4.71269
0.470400,4.69701
0.470600,4.66868
0.470800,4.70478
0.471000,4.70996
0.471200,4.71085
0.471400,4.70679
0.471600,4.70050
0.471800,4.71619
0.472000,4.70890
0.472200,4.69969
0.472400,4.70690
0.472600,4.71626
0.472800,4.70558
0.473000,4.69678
0.473200,4.71610
0.473400,4.69138
0.473600,4.69606
0.473800,4.70763
0.474000,4.70262
0.474200,4.71389
0.474400,4.70035
0.474600,4.69255
0.474800,4.68462
0.475000,4.69444
0.475200,4.70955
0.475400,4.71990
0.475600,4.70536
0.475800,4.70540
0.476000,4.67605
0.476200,4.69779
0.476400,4.71907
0.476600,4.70119
0.476800,4.71202
0.477000,4.70390
0.477200,4.70587
0.477400,4.70758
0.477600,4.71924
0.477800,4.69604
0.478000,4.71087
0.478200,4.69782
0.478400,4.69041
0.478600,4.69241
0.478800,4.70192
0.479000,4.70291
0.479200,4.70309
0.479400,4.70035
0.479600,4.69023
0.479800,4.69895
0.480000,4.69490
0.480200,4.68327
0.480400,4.71950
0.480600,4.69108
0.480800,4.69103
0.481000,4.70613
0.481200,4.70524
0.481400,4.68814
0.481600,4.69688
0.481800,4.71249
0.482000,4.70004
0.482200,4.68827
0.482400,4.71953
0.482600,4.71459
0.482800,4.70708
0.483000,4.70461
0.483200,4.71029
0.483400,4.68667
0.483600,4.70104
0.483800,4.71262
0.484000,4.70226
0.484200,4.69874
0.484400,4.71262
0.484600,4.68897
0.484800,4.68455
0.485000,4.69278
0.485200,4.68384
0.485400,4.69016
0.485600,4.70683
0.485800,4.70519
0.486000,4.69378
0.486200,4.69982
0.486400,4.70824
0.486600,4.69463
0.486800,4.70337
0.487000,4.69475
0.487200,4.69685
0.487400,4.71350
0.487600,4.70034
0.487800,4.71295
0.488000,4.70730
0.488200,4.71854
0.488400,4.70225
0.488600,4.69386
0.488800,4.69592
0.489000,4.70123
0.489200,4.71321
0.489400,4.71661
0.489600,4.69397
0.489800,4.70902
0.490000,4.70692
0.490200,4.69340
0.490400,4.69033
0.490600,4.73032
0.490800,4.70250
0.491000,4.68135
0.491200,4.69688
0.491400,4.67581
0.491600,4.70757
0.491800,4.69563
0.492000,4.70086
0.492200,4.69781
0.492400,4.69033
0.492600,4.69369
0.492800,4.69631
0.493000,4.69073
0.493200,4.71984
0.493400,4.68120
0.493600,4.70263
0.493800,4.68852
0.494000,4.69349
0.494200,4.69299
0.494400,4.68489
0.494600,4.70340
0.494800,4.70179
0.495000,4.70801
0.495200,4.68812
0.495400,4.70139
0.495600,4.69119
0.495800,4.67928
0.496000,4.70940
0.496200,4.70410
0.496400,4.70417
0.496600,4.70571
0.496800,4.69370
0.497000,4.70591
0.497200,4.68960
0.497400,4.69331
0.497600,4.70028
0.497800,4.69953
0.498000,4.73132
0.498200,4.70887
0.498400,4.70382
0.498600,4.69710
0.498800,4.72148
0.499000,4.71345
0.499200,4.70547
0.499400,4.68351
0.499600,4.69041
0.499800,4.69543
0.500000,4.70702
0.500200,4.68424
0.500400,4.69128
0.500600,4.69385
0.500800,4.71261
0.501000,4.68025
0.501200,4.70550
0.501400,4.69825
0.501600,4.71420
0.501800,4.69542
0.502000,4.69984
0.502200,4.70912
0.502400,4.70270
0.502600,0.03708
0.502800,0.04117
0.503000,0.05456
0.503200,0.02803
0.503400,0.03591
0.503600,0.04081
0.503800,0.04761
0.504000,0.04044
0.504200,0.02972
0.504400,0.02203
0.504600,0.05606
0.504800,0.04594
0.505000,0.02932
0.505200,0.05853
0.505400,0.05388
0.505600,0.04935
0.505800,0.05375
0.506000,0.03600
0.506200,0.03737
0.506400,0.04563
0.506600,0.01793
0.506800,0.04589
0.507000,0.03117
0.507200,0.03191
0.507400,0.05317
0.507600,0.04032
0.507800,0.02770
0.508000,0.02901
0.508200,0.05888
0.508400,0.06016
0.508600,0.05254
0.508800,0.03353
0.509000,0.02665
0.509200,0.02700
0.509400,0.02997
0.509600,0.04023
0.509800,0.06167
0.510000,0.02117
0.510200,0.02547
0.510400,0.03696
0.510600,0.04164
0.510800,0.03286
0.511000,0.02837
0.511200,0.03364
0.511400,0.03709
0.511600,0.04712
0.511800,0.04387
0.512000,0.04989
0.512200,0.04864
0.512400,0.04881
0.512600,0.05183
0.512800,0.03877
0.513000,0.02960
0.513200,0.04228
0.513400,0.03861
0.513600,0.04713
0.513800,0.05366
0.514000,0.03073
0.514200,0.04348
0.514400,0.03477
0.514600,0.04256
0.514800,0.06691
0.515000,0.03389
0.515200,0.02936
0.515400,0.05881
0.515600,0.02863
0.515800,0.00350
0.516000,0.05023
0.516200,0.03468
0.516400,0.03381
0.516600,0.02933
0.516800,0.03435
0.517000,0.04536
0.517200,0.03799
0.517400,0.07713
0.517600,0.04205
0.517800,0.04304
0.518000,0.02567
0.518200,0.02809
0.518400,0.03683
0.518600,0.04506
0.518800,0.03006
0.519000,0.05479
0.519200,0.04951
0.519400,0.04459
0.519600,0.04922
0.519800,0.03148
0.520000,0.03851
0.520200,0.03508
0.520400,0.03556
0.520600,0.04110
0.520800,0.03634
0.521000,0.04925
0.521200,0.04423
0.521400,0.06569
0.521600,0.04265
0.521800,0.03878
0.522000,0.05625
0.522200,0.03346
0.522400,0.01657
0.522600,0.04762
0.522800,0.04889
0.523000,0.03217
0.523200,0.03253
0.523400,0.04556
0.523600,0.01325
0.523800,0.04838
0.524000,0.02539
0.524200,0.04372
0.524400,0.03373
0.524600,0.04553
0.524800,0.03448
0.525000,0.05022
0.525200,0.04172
0.525400,0.04750
0.525600,0.03904
0.525800,0.02087
0.526000,0.03857
0.526200,0.05031
0.526400,0.04451
0.526600,0.05578
0.526800,0.05020
0.527000,0.04381
0.527200,0.04325
0.527400,0.03807
0.527600,0.05392
0.527800,0.02962
0.528000,0.04576
0.528200,0.04745
0.528400,0.03235
0.528600,0.04321
0.528800,0.03135
0.529000,0.03505
0.529200,0.05580
0.529400,0.04042
0.529600,0.05782
0.529800,0.01203
0.530000,0.05058
0.530200,0.04031
0.530400,0.05466
0.530600,0.04283
0.530800,0.05353
0.531000,0.03701
0.531200,0.05003
0.531400,0.02864
0.531600,0.05207
0.531800,0.04186
0.532000,0.03025
0.532200,0.02839
0.532400,0.04447
0.532600,0.03963
0.532800,0.05473
0.533000,0.02722
0.533200,0.05815
0.533400,0.08431
0.533600,0.04337
0.533800,0.03885
0.534000,0.04458
0.534200,0.02837
0.534400,0.03877
0.534600,0.04125
0.534800,0.05963
0.535000,0.05153
0.535200,0.04606
0.535400,0.02085
0.535600,0.05253
0.535800,0.04062
0.536000,0.05845
0.536200,0.03342
0.536400,0.03429
0.536600,0.02854
0.536800,0.03074
0.537000,0.03315
0.537200,0.03556
0.537400,0.03640
0.537600,0.02373
0.537800,0.03117
0.538000,0.04734
0.538200,0.04722
0.538400,0.05267
0.538600,0.03171
0.538800,0.02637
0.539000,0.02563
0.539200,0.04419
0.539400,0.03324
0.539600,0.04611
0.539800,0.03953
0.540000,0.05068
0.540200,0.06328
0.540400,0.03675
0.540600,0.03282
0.540800,0.05524
0.541000,0.04273
0.541200,0.02367
0.541400,0.03548
0.541600,0.03630
0.541800,0.05768
0.542000,0.02214
0.542200,0.01824
0.542400,0.04117
0.542600,0.03891
0.542800,0.04955
0.543000,0.03765
0.543200,0.05261
0.543400,0.04049
0.543600,0.05346
0.543800,0.03471
0.544000,0.04498
0.544200,0.04003
0.544400,0.03775
0.544600,0.05048
0.544800,0.05374
0.545000,0.04400
0.545200,0.04258
0.545400,0.02564
0.545600,0.04486
0.545800,0.03572
0.546000,0.04119
0.546200,0.05039
0.546400,0.04186
0.546600,0.02212
0.546800,0.05084
0.547000,0.05247
0.547200,0.03025
0.547400,0.02460
0.547600,0.03126
0.547800,0.04156
0.548000,0.05273
0.548200,0.01626
0.548400,0.01833
0.548600,0.02169
0.548800,0.02719
0.549000,0.03710
0.549200,0.04259
0.549400,0.04005
0.549600,0.06226
0.549800,0.05102
0.550000,0.04311
0.550200,0.03347
0.550400,0.05201
0.550600,0.03402
0.550800,0.02076
0.551000,0.03017
0.551200,0.03311
0.551400,0.02798
0.551600,0.03144
0.551800,0.05455
0.552000,0.03807
0.552200,0.02902
0.552400,0.05092
0.552600,0.03785
0.552800,0.05259
0.553000,0.06280
0.553200,0.03496
0.553400,0.04458
0.553600,0.05677
0.553800,0.02183
0.554000,0.03932
0.554200,0.05001
0.554400,0.06165
0.554600,0.03612
0.554800,0.05053
0.555000,0.03694
0.555200,0.03996
0.555400,0.04932
0.555600,0.04862
0.555800,0.03515
0.556000,0.03181
0.556200,0.05874
0.556400,0.04812
0.556600,0.04803
0.556800,0.04785
0.557000,0.03641
0.557200,0.04612
0.557400,0.03328
